                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r23.05.1"          1.9986325976443591E+000          1.5989060781154874E+000          2.7645235194116240E+003                       "gfortran"                         "10.2.0"            "x86_64-linux-21.4.1"                       "20260323" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31                               32                               33 
                              10          4.6201294353976579E+002          2.7617051710401670E+003          1.2692583771228099E+003          1.0334790830480729E+001          1.2917238095419165E+001          5.0563619134501289E+002          4.5665446669032730E+002         -3.8127365239986577E-001         -1.0000000000000000E+000          1.9984391407636475E+000          1.5989060784257163E+000         -1.8234118621208939E+001         -7.4702866137770059E+000         -1.8259694882443164E+001         -9.8999999999999986E+001         -1.9476791246430690E+001         -7.4702866137844861E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.6240213387492936E-011          3.6263571173001294E+053         -7.4468898627268222E+039          0.0000000000000000E+000         -4.2349356422383200E+025         -8.6543827198385816E+037         -7.3603460355283943E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          2.9437116529974743E-009          2.6332301119253944E-008 
                              11          4.8517996394297080E+002          2.7615849476308263E+003          1.2692214562917420E+003          1.0334942180477789E+001          1.2917422607801528E+001          5.0562144297827894E+002          4.5664122218569270E+002         -3.8407363046424620E-001         -1.0000000000000000E+000          1.9984384203156522E+000          1.5989060784257163E+000         -1.8493851798345318E+001         -7.5072675440811860E+000         -1.8519428059579543E+001         -9.8999999999999986E+001         -1.9736524423567065E+001         -7.5072675440856660E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.7238776225821541E-012          3.6263034300812092E+053         -7.3433927973038246E+039          0.0000000000000000E+000         -4.2353520801900741E+025         -7.9478404972946450E+037         -7.2639143923308363E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          2.9934046866155442E-009          2.6333447475088143E-008 
                              12          5.0941957635558680E+002          2.7614606978093216E+003          1.2691833040362360E+003          1.0335098516511437E+001          1.2917613506602327E+001          5.0560620538322263E+002          4.5662753334493544E+002         -3.8679860258511756E-001         -1.0000000000000000E+000          1.9984377237878785E+000          1.5989060784257163E+000         -1.8740270166951120E+001         -7.5415872329401452E+000         -1.8765846428185345E+001         -9.8999999999999986E+001         -1.9982942792172871E+001         -7.5415872329428932E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.9667907082554760E-012          3.6262480142883112E+053         -7.2444248767213267E+039          0.0000000000000000E+000         -4.2357799093179009E+025         -7.3438409422367628E+037         -7.1709864672989169E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.0435807410092715E-009          2.6334632328506832E-008 
                              13          5.3476696673220613E+002          2.7613323628225198E+003          1.2691439020585406E+003          1.0335259916692422E+001          1.2917810876273983E+001          5.0559047115689884E+002          4.5661339369492401E+002         -3.8949853254717737E-001         -1.0000000000000000E+000          1.9984370491417973E+000          1.5989060784257163E+000         -1.8982949037820834E+001         -7.5748572513706467E+000         -1.9008525299055059E+001         -9.8999999999999986E+001         -2.0225621663042585E+001         -7.5748572513723440E+000         -9.8999999999999986E+001          1.0000000000000000E+000          3.6841046001733976E-012          3.6261908410303908E+053         -7.1475256059092697E+039          0.0000000000000000E+000         -4.2362222886223636E+025         -6.8021599038611352E+037         -7.0795040068706160E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.0948937532092918E-009          2.6335856250240345E-008 
                              14          5.6106121867583488E+002          2.7612008561037123E+003          1.2691035306445483E+003          1.0335425234856045E+001          1.2918013309309554E+001          5.0557435217324127E+002          4.5659890386785492E+002         -3.9213891328905903E-001         -1.0000000000000000E+000          1.9984364002539308E+000          1.5989060784257163E+000         -1.9226759720495814E+001         -7.6076911664418052E+000         -1.9252335981730038E+001         -9.8999999999999986E+001         -2.0469432345717561E+001         -7.6076911664428497E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.2664971887183087E-012          3.6261323157263050E+053         -7.0530813319502523E+039          0.0000000000000000E+000         -4.2366794474004591E+025         -6.3067598830627853E+037         -6.9900137331195825E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.1468869211565896E-009          2.6337110538581884E-008 
                              15          5.8797438854759503E+002          2.7610679214641632E+003          1.2690627248039414E+003          1.0335592284134448E+001          1.2918218111993887E+001          5.0555806190611770E+002          4.5658425601928866E+002         -3.9480175864440625E-001         -1.0000000000000000E+000          1.9984357832499351E+000          1.5989060784257163E+000         -1.9469646118979639E+001         -7.6396768760571048E+000         -1.9495222380213864E+001         -9.8999999999999986E+001         -2.0712318744201387E+001         -7.6396768760577469E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.3946155260843302E-012          3.6260732106742515E+053         -6.9591433809289900E+039          0.0000000000000000E+000         -4.2371481426647124E+025         -5.8588690197665849E+037         -6.9005546907312817E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.2002392176382194E-009          2.6338378567618399E-008 
                              16          6.1523443330177122E+002          2.7609350266685287E+003          1.2690219348277615E+003          1.0335759224264004E+001          1.2918423014754437E+001          5.0554178000156082E+002          4.5656961190053806E+002         -3.9760503063223163E-001         -1.0000000000000000E+000          1.9984352028514265E+000          1.5989060784257163E+000         -1.9718119236190574E+001         -7.6718002766757962E+000         -1.9743695497424799E+001         -9.8999999999999986E+001         -2.0960791861412325E+001         -7.6718002766761861E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.4743184354765873E-013          3.6260141753451332E+053         -6.8624857739707099E+039          0.0000000000000000E+000         -4.2376221515467557E+025         -5.4410599277401414E+037         -6.8080751746932664E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.2561271794023097E-009          2.6339646338646432E-008 
                              17          6.4249869284322301E+002          2.7608038563900245E+003          1.2689816777227816E+003          1.0335923940234871E+001          1.2918625416732709E+001          5.0552571278754937E+002          4.5655515716493443E+002         -4.0038353133834576E-001         -1.0000000000000000E+000          1.9984346656530749E+000          1.5989060784257163E+000         -1.9981523421231611E+001         -7.7054590362559985E+000         -2.0007099682465835E+001         -9.8999999999999986E+001         -2.1224196046453358E+001         -7.7054590362562276E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.9929745660808322E-013          3.6259559570205520E+053         -6.7664679428109722E+039          0.0000000000000000E+000         -4.2380962419319908E+025         -5.0352132072994893E+037         -6.7161158107379348E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.3125741115761573E-009          2.6340897778055264E-008 
                              18          6.6952760999019279E+002          2.7606755410385163E+003          1.2689422999841183E+003          1.0336085019629946E+001          1.2918823556772631E+001          5.0550999833346742E+002          4.5654101644015657E+002         -4.0316555387219766E-001         -1.0000000000000000E+000          1.9984341723006283E+000          1.5989060784257163E+000         -2.0248557861734742E+001         -7.7386713608471123E+000         -2.0274134122968967E+001         -9.8999999999999986E+001         -2.1491230486956493E+001         -7.7386713608472473E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.9143200077151020E-013          3.6258990516205552E+053         -6.6714596903374594E+039          0.0000000000000000E+000         -4.2385643820006264E+025         -4.6644316995937366E+037         -6.6248153733414798E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.3696270690782566E-009          2.6342122094896262E-008 
                              19          6.9634946708517850E+002          2.7605499834654502E+003          1.2689037713952832E+003          1.0336242590959959E+001          1.2919017568761571E+001          5.0549462437100897E+002          4.5652717907850348E+002         -4.0611405768205855E-001         -1.0000000000000000E+000          1.9984337186558896E+000          1.5989060784257163E+000         -2.0520161969742457E+001         -7.7717729656190677E+000         -2.0545738230976681E+001         -9.8999999999999986E+001         -2.1762834594964204E+001         -7.7717729656191459E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.6828086458316043E-013          3.6258434106064191E+053         -6.5735841323615586E+039          0.0000000000000000E+000         -4.2390225052602880E+025         -4.3220568469331471E+037         -6.5303635638921844E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.4292801535942958E-009          2.6343320208656008E-008 
                              20          7.2276408647708274E+002          2.7604280552861364E+003          1.2688663592912060E+003          1.0336395562458048E+001          1.2919206099004608E+001          5.0547969749208789E+002          4.5651374117150561E+002         -4.0900665135749181E-001         -1.0000000000000000E+000          1.9984333063992004E+000          1.5989060784257163E+000         -2.0809583981317452E+001         -7.8066766461420070E+000         -2.0835160242551677E+001         -9.8999999999999986E+001         -2.2052256606539199E+001         -7.8066766461420505E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.3651859215403175E-014          3.6257894181874653E+053         -6.4771575456779947E+039          0.0000000000000000E+000         -4.2394709600421260E+025         -3.9882307080749453E+037         -6.4372752385972033E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.4888788327955243E-009          2.6344483793797799E-008 
                              21          7.4869018626034153E+002          2.7603100484057900E+003          1.2688301527943872E+003          1.0336543575134044E+001          1.2919388677967801E+001          5.0546525302046410E+002          4.5650073495808863E+002         -4.1187681797969161E-001         -1.0000000000000000E+000          1.9984329323043770E+000          1.5989060784257163E+000         -2.1100456025665494E+001         -7.8407554891111948E+000         -2.1126032286899719E+001         -9.8999999999999986E+001         -2.2343128650887241E+001         -7.8407554891112179E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.1846948683461145E-014          3.6257371975394102E+053         -6.3826510547692132E+039          0.0000000000000000E+000         -4.2399066077485258E+025         -3.6871863991695648E+037         -6.3457791907774750E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.5486147237756077E-009          2.6345610055084513E-008 
                              22          7.7427099327615349E+002          2.7601951047583643E+003          1.2687948883356626E+003          1.0336687710113518E+001          1.2919566620357928E+001          5.0545118564223020E+002          4.5648806591669711E+002         -4.1438244788751705E-001         -1.0000000000000000E+000          1.9984325907132805E+000          1.5989060784257163E+000         -2.1393579934338067E+001         -7.8744076987430072E+000         -2.1419156195572292E+001         -9.8999999999999986E+001         -2.2636252559559818E+001         -7.8744076987430205E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.8526697915864186E-014          3.6256863647337989E+053         -6.2968865956960177E+039          0.0000000000000000E+000         -4.2403283772074660E+025         -3.4122178233498106E+037         -6.2627644174624767E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.6046353753829973E-009          2.6346707173367259E-008 
                              23          7.9974350277902772E+002          2.7600820741387793E+003          1.2687602124229390E+003          1.0336829419668497E+001          1.2919741683878573E+001          5.0543735404079968E+002          4.5647560734751147E+002         -4.1683101865494293E-001         -1.0000000000000000E+000          1.9984322727370725E+000          1.5989060784257163E+000         -2.1660886611899059E+001         -7.9036771072776189E+000         -2.1686462873133284E+001         -9.8999999999999986E+001         -2.2903559237120810E+001         -7.9036771072776268E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.6489756179828180E-014          3.6256364031040804E+053         -6.2152828313690222E+039          0.0000000000000000E+000         -4.2407393083266912E+025         -3.1897846186678052E+037         -6.1833849851823014E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.6602018235957637E-009          2.6347786121223097E-008 
                              24          8.2534968553414024E+002          2.7599699187782749E+003          1.2687258064600242E+003          1.0336970008554861E+001          1.2919915467065593E+001          5.0542363101852101E+002          4.5646324489505969E+002         -4.1940112371165006E-001         -1.0000000000000000E+000          1.9984319733869116E+000          1.5989060784257163E+000         -2.1924595738072291E+001         -7.9321653449857665E+000         -2.1950171999306516E+001         -9.8999999999999986E+001         -2.3167268363294042E+001         -7.9321653449857710E+000         -9.8999999999999986E+001          1.0000000000000000E+000          9.5938593155798350E-015          3.6255868509265695E+053         -6.1321664668103007E+039          0.0000000000000000E+000         -4.2411435026531292E+025         -2.9872202196056722E+037         -6.1022942646142018E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.7180734962057222E-009          2.6348856801534077E-008 
                              25          8.5104268586534067E+002          2.7598589000796651E+003          1.2686917505981694E+003          1.0337109149737092E+001          1.2920087562837482E+001          5.0541004851959951E+002          4.5645100738241297E+002         -4.2210138148739046E-001         -1.0000000000000000E+000          1.9984316929205250E+000          1.5989060784257163E+000         -2.2201708742239809E+001         -7.9619340032860650E+000         -2.2227285003474030E+001         -9.8999999999999986E+001         -2.3444381367461556E+001         -7.9619340032860677E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.4281144971465005E-015          3.6255378230775474E+053         -6.0467783642476974E+039          0.0000000000000000E+000         -4.2415446787959356E+025         -2.7892840470401822E+037         -6.0188855237772531E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.7782731652710720E-009          2.6349916716514468E-008 
                              26          8.7669846724594640E+002          2.7597495782123392E+003          1.2686582166297133E+003          1.0337246141860275E+001          1.2920257100376045E+001          5.0539667503086048E+002          4.5643895656900878E+002         -4.2486640942851694E-001         -1.0000000000000000E+000          1.9984314322321677E+000          1.5989060784257163E+000         -2.2495096025645747E+001         -7.9930636108407018E+000         -2.2520672286879972E+001         -9.8999999999999986E+001         -2.3737768650867494E+001         -7.9930636108407036E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.9675040747067570E-015          3.6254895662162206E+053         -5.9603238610128352E+039          0.0000000000000000E+000         -4.2419419010169543E+025         -2.5963148211496267E+037         -5.9343607128012960E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.8400968663873473E-009          2.6350960514880113E-008 
                              27          9.0226671655991652E+002          2.7596421516672126E+003          1.2686252653377396E+003          1.0337380737868344E+001          1.2920423767105012E+001          5.0538353473372200E+002          4.5642711435519919E+002         -4.2762965473154141E-001         -1.0000000000000000E+000          1.9984311907350985E+000          1.5989060784257163E+000         -2.2799186138535607E+001         -8.0247891277955663E+000         -2.2824762399769828E+001         -9.8999999999999986E+001         -2.4041858763757354E+001         -8.0247891277955681E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.5849907354218341E-015          3.6254421664542358E+053         -5.8745039666064269E+039          0.0000000000000000E+000         -4.2423331566727280E+025         -2.4133823845262482E+037         -5.8503701427611222E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.9026440629747201E-009          2.6351986297388608E-008 
                              28          9.2779425991844460E+002          2.7595364270489717E+003          1.2685928372494920E+003          1.0337513182540734E+001          1.2920587856635386E+001          5.0537060382952160E+002          4.5641545944689102E+002         -4.3045522121714236E-001         -1.0000000000000000E+000          1.9984309665209381E+000          1.5989060784257163E+000         -2.3107881963283344E+001         -8.0563459859824551E+000         -2.3133458224517568E+001         -9.8999999999999986E+001         -2.4350554588505094E+001         -8.0563459859824569E+000         -9.8999999999999986E+001          1.0000000000000000E+000          8.3731286004996248E-016          3.6253955363415384E+053         -5.7883325676087049E+039          0.0000000000000000E+000         -4.2427177249414929E+025         -2.2442109637561746E+037         -5.7658904579711003E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          3.9668138381828567E-009          2.6352995906706994E-008 
                              29          9.5331626455037565E+002          2.7594322255217330E+003          1.2685608774275622E+003          1.0337643701283476E+001          1.2920749642572455E+001          5.0535786036264210E+002          4.5640397214657753E+002         -4.3322123370474869E-001         -1.0000000000000000E+000          1.9984307583323910E+000          1.5989060784257163E+000         -2.3426275069309060E+001         -8.0884579484334509E+000         -2.3451851330543285E+001         -9.8999999999999986E+001         -2.4668947694530807E+001         -8.0884579484334527E+000         -9.8999999999999986E+001          1.0000000000000000E+000          4.3311838384924005E-016          3.6253495957571287E+053         -5.7039769955312370E+039          0.0000000000000000E+000         -4.2430962926085936E+025         -2.0842326901162957E+037         -5.6831346686300310E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.0310146009584570E-009          2.6353991047082392E-008 
                              30          9.7889735471685333E+002          2.7593292375848155E+003          1.2685292907974595E+003          1.0337772684157594E+001          1.2920909599500733E+001          5.0534526634650643E+002          4.5639261835639235E+002         -4.3590332390191749E-001         -1.0000000000000000E+000          1.9984305641669664E+000          1.5989060784257163E+000         -2.3744360090755347E+001         -8.1197471515460808E+000         -2.3769936351989571E+001         -9.8999999999999986E+001         -2.4987032715977094E+001         -8.1197471515460808E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.2377460518477069E-016          3.6253042062459587E+053         -5.6225391741650435E+039          0.0000000000000000E+000         -4.2434694922498117E+025         -1.9393293216534141E+037         -5.6031458809484672E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.0947767364742433E-009          2.6354974671338070E-008 
                              31          1.0046850614805060E+003          2.7592269063141071E+003          1.2684979063963460E+003          1.0337900831149353E+001          1.2921068586534245E+001          5.0533275353839127E+002          4.5638133669894671E+002         -4.3869295796433583E-001         -1.0000000000000000E+000          1.9984303815834032E+000          1.5989060784257163E+000         -2.4058632190773835E+001         -8.1499510447757473E+000         -2.4084208452008056E+001         -9.8999999999999986E+001         -2.5301304815995582E+001         -8.1499510447757473E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.1634362539553372E-016          3.6252591203300413E+053         -5.5401842275539152E+039          0.0000000000000000E+000         -4.2438384241373175E+025         -1.8090155333720398E+037         -5.5220940722201528E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.1610253707578243E-009          2.6355952096587669E-008 
                              32          1.0306831718032790E+003          2.7591251973474186E+003          1.2684667136661774E+003          1.0338028185602859E+001          1.2921226655996367E+001          5.0532031771624554E+002          4.5637012339118161E+002         -4.4137642222241957E-001         -1.0000000000000000E+000          1.9984302102949059E+000          1.5989060784257163E+000         -2.4386149232316718E+001         -8.1812135826750314E+000         -2.4411725493550943E+001         -9.8999999999999986E+001         -2.5628821857538469E+001         -8.1812135826750314E+000         -9.8999999999999986E+001          1.0000000000000000E+000          5.8814998343489721E-017          3.6252143225565321E+053         -5.4602267749791342E+039          0.0000000000000000E+000         -4.2442050841904070E+025         -1.6833499715662424E+037         -5.4433932752634299E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.2267455945274892E-009          2.6356923649693128E-008 
                              33          1.0569013743574249E+003          2.7590240514851330E+003          1.2684356943239627E+003          1.0338154823717172E+001          1.2921383895120714E+001          5.0530795152759663E+002          4.5635897192209717E+002         -4.4399162689913180E-001         -1.0000000000000000E+000          1.9984300490628712E+000          1.5989060784257163E+000         -2.4709513614276080E+001         -8.2111515808763720E+000         -2.4735089875510305E+001         -9.8999999999999986E+001         -2.5952186239497827E+001         -8.2111515808763720E+000         -9.8999999999999986E+001          1.0000000000000000E+000          2.9926898133258201E-017          3.6251697851859217E+053         -5.3829171088153259E+039          0.0000000000000000E+000         -4.2445695907606691E+025         -1.5711986836724790E+037         -5.3672051219785589E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.2922844722361139E-009          2.6357889894901576E-008 
                              34          1.0834603013760097E+003          2.7589229889742196E+003          1.2684047011465027E+003          1.0338281347671744E+001          1.2921541046309384E+001          5.0529559623464519E+002          4.5634782940914550E+002         -4.4653336376041897E-001         -1.0000000000000000E+000          1.9984298963022828E+000          1.5989060784257163E+000         -2.5029625934147219E+001         -8.2401992024261741E+000         -2.5055202195381444E+001         -9.8999999999999986E+001         -2.6272298559368970E+001         -8.2401992024261741E+000         -9.8999999999999986E+001          1.0000000000000000E+000          1.5310769101767992E-017          3.6251252957668093E+053         -5.3081384599490305E+039          0.0000000000000000E+000         -4.2449321501351108E+025         -1.4695291387950987E+037         -5.2934431685610372E+039          0.0000000000000000E+000          0.0000000000000000E+000                                1                                2          4.3576342102215660E-009          2.6358855414615538E-008 
